word1	word2	Similarity
felt	presently	0.3333333333333333
felt	pumped	0.3333333333333333
felt	curiosity	0.16666666666666666
felt	wind	0.3333333333333333
felt	feel	1.0
felt	blue	0.3333333333333333
felt	sort	0.2
felt	bitter	0.3333333333333333
felt	learn	0.3333333333333333
felt	warm	0.3333333333333333
felt	told	0.25
felt	mouth	0.3333333333333333
felt	split	0.3333333333333333
felt	spare	0.3333333333333333
felt	already	0.3333333333333333
felt	kept	0.3333333333333333
felt	know	0.3333333333333333
felt	large	0.3333333333333333
felt	wood	0.125
felt	fled	0.2
felt	distance	0.25
felt	biggest	0.3333333333333333
felt	barely	0.3333333333333333
felt	missed	0.3333333333333333
felt	knowing	0.3333333333333333
felt	half	0.3333333333333333
felt	put	0.25
felt	roof	0.3333333333333333
felt	wait	0.3333333333333333
felt	knack	0.09090909090909091
felt	dressed	0.3333333333333333
felt	uncomfortable	0.3333333333333333
felt	dark	0.3333333333333333
felt	door	0.2
felt	forgive	0.25
felt	astronomer	0.1
felt	conscience	0.125
felt	opportunity	0.1111111111111111
felt	looked	0.5
felt	nose	0.25
felt	looking	0.5
felt	turned	0.3333333333333333
felt	shade	0.3333333333333333
felt	work	0.3333333333333333
felt	fool	0.14285714285714285
felt	soon	0.3333333333333333
felt	might	0.125
felt	damaging	0.3333333333333333
felt	dry	0.3333333333333333
felt	dainty	0.3333333333333333
felt	think	0.5
felt	kindling	0.25
felt	play	0.3333333333333333
felt	needle	0.16666666666666666
felt	wish	0.25
felt	bet	0.16666666666666666
felt	heart	0.125
felt	two	0.3333333333333333
felt	switch	0.3333333333333333
felt	sid	None
felt	sewed	0.3333333333333333
felt	furniture	0.16666666666666666
felt	run	0.3333333333333333
felt	pair	0.2
felt	scrambled	0.3333333333333333
felt	place	0.25
felt	unbutton	0.2
felt	lad	0.1111111111111111
felt	mind	0.25
felt	soul	0.14285714285714285
felt	attention	0.1111111111111111
felt	home	0.3333333333333333
felt	resurrected	0.2
felt	voice	0.25
felt	like	0.3333333333333333
felt	midst	0.1111111111111111
felt	noise	0.2
felt	let	0.3333333333333333
felt	lam	0.25
felt	harmony	0.125
felt	opened	0.3333333333333333
felt	ever	0.3333333333333333
felt	punish	0.3333333333333333
felt	carried	0.3333333333333333
felt	hate	0.25
felt	kind	0.3333333333333333
felt	le	0.07142857142857142
felt	poor	0.3333333333333333
felt	pump	0.25
felt	stared	0.25
felt	lash	0.25
felt	searched	0.5
felt	lick	0.25
felt	larger	0.3333333333333333
felt	spite	0.2
felt	boy	0.1111111111111111
felt	behind	0.3333333333333333
felt	reached	0.3333333333333333
felt	interest	0.3333333333333333
felt	nothing	0.3333333333333333
felt	peril	0.25
felt	advantage	0.14285714285714285
felt	middling	0.3333333333333333
felt	mighty	0.3333333333333333
felt	device	0.2
felt	undo	0.3333333333333333
felt	gone	0.3333333333333333
felt	make	0.3333333333333333
felt	valued	0.3333333333333333
felt	punch	0.25
felt	hit	0.3333333333333333
felt	vexed	0.3333333333333333
felt	alone	0.3333333333333333
felt	small	0.3333333333333333
felt	bright	0.3333333333333333
felt	reflect	0.3333333333333333
felt	street	0.14285714285714285
felt	question	0.2
felt	bending	0.25
felt	u	0.3333333333333333
felt	sin	0.125
felt	thought	0.5
felt	interval	0.16666666666666666
felt	probably	0.3333333333333333
felt	breath	0.125
felt	constituted	0.3333333333333333
felt	get	0.3333333333333333
felt	lay	0.3333333333333333
felt	every	0.3333333333333333
felt	cloth	0.5
felt	played	0.3333333333333333
felt	well	0.3333333333333333
felt	angle	0.3333333333333333
felt	loud	0.3333333333333333
felt	old	0.3333333333333333
felt	finery	0.14285714285714285
felt	conduct	0.3333333333333333
felt	stumbled	0.25
felt	village	0.1111111111111111
felt	hurt	0.3333333333333333
felt	vanished	0.3333333333333333
felt	transparent	0.3333333333333333
felt	vanity	0.14285714285714285
felt	bit	0.2
felt	novelty	0.2
felt	reader	0.1111111111111111
felt	needed	0.3333333333333333
felt	long	0.3333333333333333
felt	heavy	0.3333333333333333
felt	seemed	0.5
felt	simply	0.3333333333333333
felt	saying	0.3333333333333333
felt	state	0.25
felt	new	0.3333333333333333
felt	forestalled	0.3333333333333333
felt	brother	0.1111111111111111
felt	lapel	0.14285714285714285
felt	talent	0.1111111111111111
felt	lady	0.1
felt	believe	0.5
felt	next	0.3333333333333333
felt	born	0.3333333333333333
felt	trap	0.3333333333333333
felt	excitement	0.1
felt	checked	0.3333333333333333
felt	acquired	0.3333333333333333
felt	dog	0.2
felt	made	0.3333333333333333
felt	many	0.3333333333333333
felt	singed	0.25
felt	open	0.3333333333333333
felt	rod	0.16666666666666666
felt	dander	0.1
felt	glad	0.3333333333333333
felt	peculiar	0.3333333333333333
felt	ruination	0.1111111111111111
felt	hard	0.3333333333333333
felt	scripture	0.1111111111111111
felt	confound	0.3333333333333333
felt	colored	0.3333333333333333
felt	season	0.3333333333333333
felt	high	0.3333333333333333
felt	sex	0.16666666666666666
felt	snatched	0.3333333333333333
felt	overlooked	0.3333333333333333
felt	punctuate	0.16666666666666666
felt	white	0.3333333333333333
felt	went	0.3333333333333333
felt	shot	0.3333333333333333
felt	dead	0.3333333333333333
felt	misfortune	0.1111111111111111
felt	scare	0.2
felt	still	0.3333333333333333
felt	pet	0.3333333333333333
felt	whirled	0.25
felt	rather	0.3333333333333333
felt	good	0.3333333333333333
felt	tomato	0.1
felt	touch	0.5
felt	seen	0.5
felt	shabby	0.3333333333333333
felt	either	0.3333333333333333
felt	goodness	0.14285714285714285
felt	hold	0.5
felt	mysterious	0.3333333333333333
felt	roundabout	0.3333333333333333
felt	produced	0.3333333333333333
felt	low	0.3333333333333333
felt	shoe	0.2
felt	said	0.3333333333333333
felt	eating	0.25
felt	wore	0.3333333333333333
felt	seldom	0.3333333333333333
felt	lifted	0.3333333333333333
felt	consisted	0.3333333333333333
felt	liquid	0.3333333333333333
tongue	man	0.2
tongue	felt	0.2
tongue	aunt	0.1
tongue	sometimes	0.16666666666666666
tongue	could	None
tongue	time	0.16666666666666666
tongue	arrest	0.14285714285714285
tongue	obleeged	None
tongue	asked	0.16666666666666666
tongue	without	None
tongue	go	0.16666666666666666
tongue	day	0.14285714285714285
tongue	tom	0.1111111111111111
tongue	body	0.25
tongue	torment	0.125
tongue	disappeared	0.16666666666666666
tongue	pleasure	0.125
tongue	knew	0.16666666666666666
tongue	book	0.16666666666666666
tongue	never	0.16666666666666666
tongue	loved	0.16666666666666666
tongue	weed	0.14285714285714285
tongue	trick	0.1
tongue	skin	0.16666666666666666
tongue	discovered	0.16666666666666666
tongue	within	0.16666666666666666
tongue	seize	0.14285714285714285
tongue	shabbier	0.16666666666666666
tongue	higher	0.16666666666666666
tongue	perplexed	0.16666666666666666
tongue	unalloyed	0.16666666666666666
tongue	suffering	0.16666666666666666
tongue	sidney	0.09090909090909091
tongue	want	0.16666666666666666
tongue	tell	0.14285714285714285
tongue	endowed	0.16666666666666666
tongue	wanted	0.16666666666666666
tongue	jim	None
tongue	laying	0.14285714285714285
tongue	stealing	0.14285714285714285
tongue	thread	0.2
tongue	examined	0.16666666666666666
tongue	duty	0.1111111111111111
tongue	marvel	0.14285714285714285
tongue	woman	0.125
tongue	far	0.16666666666666666
tongue	southwestern	0.16666666666666666
tongue	touching	0.25
tongue	flattered	0.1
tongue	safe	0.16666666666666666
tongue	face	0.2
tongue	remembers	0.16666666666666666
tongue	trouble	0.14285714285714285
tongue	keep	0.16666666666666666
tongue	beat	0.2
tongue	hovered	0.16666666666666666
tongue	help	0.14285714285714285
tongue	obedient	0.16666666666666666
tongue	summer	0.14285714285714285
tongue	look	0.16666666666666666
tongue	minute	0.16666666666666666
tongue	among	None
tongue	anybody	None
tongue	adventure	0.125
tongue	age	0.14285714285714285
tongue	outfit	0.16666666666666666
tongue	stood	0.14285714285714285
tongue	noticed	0.16666666666666666
tongue	powerful	0.16666666666666666
tongue	sew	0.125
tongue	securely	0.16666666666666666
tongue	evening	0.14285714285714285
tongue	built	0.2
tongue	got	0.2
tongue	slight	0.16666666666666666
tongue	short	0.2
tongue	jam	0.125
tongue	gentle	0.16666666666666666
tongue	stick	0.16666666666666666
tongue	slack	0.16666666666666666
tongue	forgotten	0.16666666666666666
tongue	spile	0.1111111111111111
tongue	sure	0.16666666666666666
tongue	saw	0.16666666666666666
tongue	model	0.25
tongue	punching	0.16666666666666666
tongue	pride	0.14285714285714285
tongue	spectacle	0.16666666666666666
tongue	forty	0.16666666666666666
tongue	collar	0.16666666666666666
tongue	cap	0.2
tongue	little	0.16666666666666666
tongue	neither	0.16666666666666666
tongue	surprised	0.16666666666666666
tongue	part	0.25
tongue	hand	0.16666666666666666
tongue	calculated	0.16666666666666666
tongue	damp	0.16666666666666666
tongue	strode	0.125
tongue	much	0.16666666666666666
tongue	shirt	0.16666666666666666
tongue	enough	0.16666666666666666
tongue	see	0.16666666666666666
tongue	quiet	0.16666666666666666
tongue	air	0.16666666666666666
tongue	hookey	None
tongue	thrust	0.16666666666666666
tongue	back	0.25
tongue	loathed	0.125
tongue	least	0.16666666666666666
tongue	thing	0.2
tongue	even	0.16666666666666666
tongue	younger	0.16666666666666666
tongue	whit	0.125
tongue	diligence	0.1111111111111111
tongue	reckon	0.125
tongue	bound	0.16666666666666666
tongue	drove	0.16666666666666666
tongue	sagacity	0.125
tongue	skirt	0.2
tongue	bed	0.2
tongue	contemplate	0.14285714285714285
tongue	ate	0.14285714285714285
tongue	stranger	0.16666666666666666
tongue	circumstantial	0.16666666666666666
tongue	finally	0.16666666666666666
tongue	pulled	0.14285714285714285
tongue	vine	0.1
tongue	sorry	0.16666666666666666
tongue	one	0.16666666666666666
tongue	full	0.16666666666666666
tongue	eye	0.25
tongue	anything	None
tongue	splendid	0.16666666666666666
tongue	sews	0.125
tongue	gave	0.2
tongue	polly	None
tongue	bore	0.2
tongue	sugar	0.1111111111111111
tongue	practise	0.16666666666666666
tongue	broke	0.16666666666666666
tongue	citified	0.16666666666666666
tongue	presently	0.16666666666666666
tongue	pumped	0.16666666666666666
tongue	curiosity	0.2
tongue	wind	0.16666666666666666
tongue	feel	0.2
tongue	blue	0.2
tongue	sort	0.125
tongue	bitter	0.16666666666666666
tongue	learn	0.16666666666666666
tongue	warm	0.16666666666666666
tongue	told	0.14285714285714285
tongue	mouth	0.2
tongue	split	0.16666666666666666
tongue	spare	0.16666666666666666
tongue	already	0.16666666666666666
tongue	kept	0.16666666666666666
tongue	know	0.16666666666666666
tongue	large	0.16666666666666666
tongue	wood	0.125
tongue	fled	0.125
tongue	distance	0.14285714285714285
tongue	biggest	0.16666666666666666
tongue	barely	0.16666666666666666
tongue	missed	0.16666666666666666
tongue	knowing	0.16666666666666666
tongue	half	0.16666666666666666
tongue	put	0.14285714285714285
tongue	roof	0.2
tongue	wait	0.16666666666666666
tongue	knack	0.09090909090909091
tongue	dressed	0.16666666666666666
tongue	uncomfortable	0.16666666666666666
tongue	dark	0.16666666666666666
tongue	door	0.16666666666666666
tongue	forgive	0.14285714285714285
tongue	astronomer	0.1
tongue	conscience	0.125
tongue	opportunity	0.1111111111111111
tongue	looked	0.16666666666666666
tongue	nose	0.2
tongue	looking	0.16666666666666666
tongue	turned	0.16666666666666666
tongue	shade	0.2
tongue	work	0.2
tongue	fool	0.1111111111111111
tongue	soon	0.16666666666666666
tongue	might	0.125
tongue	damaging	0.16666666666666666
tongue	dry	0.16666666666666666
tongue	dainty	0.16666666666666666
tongue	think	0.16666666666666666
tongue	kindling	0.2
tongue	play	0.5
tongue	needle	0.14285714285714285
tongue	wish	0.14285714285714285
tongue	bet	0.1111111111111111
tongue	heart	0.3333333333333333
tongue	two	0.16666666666666666
tongue	switch	0.16666666666666666
tongue	sid	None
tongue	sewed	0.16666666666666666
tongue	furniture	0.14285714285714285
tongue	run	0.16666666666666666
tongue	pair	0.125
tongue	scrambled	0.16666666666666666
tongue	place	0.2
tongue	unbutton	0.1111111111111111
tongue	lad	0.1111111111111111
tongue	mind	0.14285714285714285
tongue	soul	0.16666666666666666
tongue	attention	0.1111111111111111
tongue	home	0.16666666666666666
tongue	resurrected	0.16666666666666666
tongue	voice	0.25
tongue	like	0.16666666666666666
tongue	midst	0.125
tongue	noise	0.14285714285714285
tongue	let	0.16666666666666666
tongue	lam	0.14285714285714285
tongue	harmony	0.16666666666666666
tongue	opened	0.16666666666666666
tongue	ever	0.16666666666666666
tongue	punish	0.16666666666666666
tongue	carried	0.16666666666666666
tongue	hate	0.14285714285714285
tongue	kind	0.16666666666666666
tongue	le	0.07142857142857142
tongue	poor	0.16666666666666666
tongue	pump	0.25
tongue	stared	0.14285714285714285
tongue	lash	0.16666666666666666
tongue	searched	0.16666666666666666
tongue	lick	0.5
tongue	larger	0.16666666666666666
tongue	spite	0.16666666666666666
tongue	boy	0.1111111111111111
tongue	behind	0.25
tongue	reached	0.16666666666666666
tongue	interest	0.16666666666666666
tongue	nothing	0.16666666666666666
tongue	peril	0.14285714285714285
tongue	advantage	0.125
tongue	middling	0.16666666666666666
tongue	mighty	0.16666666666666666
tongue	device	0.25
tongue	undo	0.16666666666666666
tongue	gone	0.16666666666666666
tongue	make	0.25
tongue	valued	0.16666666666666666
tongue	punch	0.16666666666666666
tongue	hit	0.2
tongue	vexed	0.16666666666666666
tongue	alone	0.16666666666666666
tongue	small	0.25
tongue	bright	0.16666666666666666
tongue	reflect	0.16666666666666666
tongue	street	0.125
tongue	question	0.2
tongue	bending	0.14285714285714285
tongue	u	0.16666666666666666
tongue	sin	0.1111111111111111
tongue	thought	0.16666666666666666
tongue	interval	0.16666666666666666
tongue	probably	0.16666666666666666
tongue	breath	0.14285714285714285
tongue	constituted	0.16666666666666666
tongue	get	0.2
tongue	lay	0.16666666666666666
tongue	every	0.16666666666666666
tongue	cloth	0.2
tongue	played	0.5
tongue	well	0.16666666666666666
tongue	angle	0.14285714285714285
tongue	loud	0.16666666666666666
tongue	old	0.16666666666666666
tongue	finery	0.16666666666666666
tongue	conduct	0.2
tongue	stumbled	0.14285714285714285
tongue	village	0.1111111111111111
tongue	hurt	0.16666666666666666
tongue	vanished	0.16666666666666666
tongue	transparent	0.16666666666666666
tongue	vanity	0.14285714285714285
tongue	bit	0.16666666666666666
tongue	novelty	0.16666666666666666
tongue	reader	0.1111111111111111
tongue	needed	0.16666666666666666
tongue	long	0.16666666666666666
tongue	heavy	0.16666666666666666
tongue	seemed	0.14285714285714285
tongue	simply	0.16666666666666666
tongue	saying	0.16666666666666666
tongue	state	0.16666666666666666
tongue	new	0.16666666666666666
tongue	forestalled	0.16666666666666666
tongue	brother	0.1111111111111111
tongue	lapel	0.25
tongue	talent	0.1111111111111111
tongue	lady	0.1
tongue	believe	0.125
tongue	next	0.16666666666666666
tongue	born	0.2
tongue	trap	0.25
tongue	excitement	0.1
tongue	checked	0.16666666666666666
tongue	acquired	0.16666666666666666
tongue	dog	0.2
tongue	made	0.25
tongue	many	0.16666666666666666
tongue	singed	0.14285714285714285
tongue	open	0.16666666666666666
tongue	rod	0.14285714285714285
tongue	dander	0.125
tongue	glad	0.16666666666666666
tongue	peculiar	0.16666666666666666
tongue	ruination	0.1111111111111111
tongue	hard	0.16666666666666666
tongue	scripture	0.14285714285714285
tongue	confound	0.14285714285714285
tongue	colored	0.16666666666666666
tongue	season	0.16666666666666666
tongue	high	0.16666666666666666
tongue	sex	0.14285714285714285
tongue	snatched	0.16666666666666666
tongue	overlooked	0.16666666666666666
tongue	punctuate	0.1
tongue	white	0.16666666666666666
tongue	went	0.16666666666666666
tongue	shot	0.16666666666666666
tongue	dead	0.16666666666666666
tongue	misfortune	0.1111111111111111
tongue	scare	0.14285714285714285
tongue	still	0.16666666666666666
tongue	pet	0.2
tongue	whirled	0.14285714285714285
tongue	rather	0.16666666666666666
tongue	good	0.2
tongue	tomato	0.125
tongue	touch	0.25
tongue	seen	0.16666666666666666
tongue	shabby	0.16666666666666666
tongue	either	0.16666666666666666
tongue	goodness	0.14285714285714285
tongue	hold	0.16666666666666666
tongue	mysterious	0.16666666666666666
tongue	roundabout	0.2
tongue	produced	0.2
tongue	low	0.16666666666666666
tongue	shoe	0.2
tongue	said	0.16666666666666666
tongue	eating	0.14285714285714285
tongue	wore	0.16666666666666666
tongue	seldom	0.16666666666666666
tongue	lifted	0.16666666666666666
tongue	consisted	0.14285714285714285
tongue	liquid	0.16666666666666666
aunt	man	0.2
aunt	felt	0.1
aunt	tongue	0.1
aunt	sometimes	None
aunt	could	None
aunt	time	0.1
aunt	arrest	0.08333333333333333
aunt	obleeged	None
aunt	asked	None
aunt	without	None
aunt	go	0.09090909090909091
aunt	day	0.14285714285714285
aunt	tom	0.16666666666666666
aunt	body	0.1111111111111111
aunt	torment	0.07142857142857142
aunt	disappeared	None
aunt	pleasure	0.09090909090909091
aunt	knew	None
aunt	book	0.09090909090909091
aunt	never	None
aunt	loved	None
aunt	weed	0.125
aunt	trick	0.125
aunt	skin	0.1
aunt	discovered	None
aunt	within	None
